time,low,high,open,close,volume
2024-07-30 00:00:00+00:00,0.5713,0.71,0.71,0.5867,943358.14
2024-07-31 00:00:00+00:00,0.5143,0.6093,0.5794,0.5171,1003493.1
2024-08-01 00:00:00+00:00,0.4957,0.5499,0.518,0.5119,600546.4
2024-08-02 00:00:00+00:00,0.475,0.5388,0.512,0.4777,441881.69
2024-08-03 00:00:00+00:00,0.4681,0.5199,0.4776,0.4767,448545.02
2024-08-04 00:00:00+00:00,0.4287,0.4922,0.473,0.4589,669801.46
2024-08-05 00:00:00+00:00,0.4023,0.49,0.4589,0.4895,951681.75
2024-08-06 00:00:00+00:00,0.4451,0.55,0.4896,0.5485,778435.17
2024-08-07 00:00:00+00:00,0.4783,0.5571,0.5488,0.4833,503112.12
2024-08-08 00:00:00+00:00,0.4814,0.5465,0.487,0.5113,521717.14
2024-08-09 00:00:00+00:00,0.5135,0.5462,0.5177,0.5404,417980.05
2024-08-10 00:00:00+00:00,0.5103,0.5548,0.5412,0.5382,306120.27
2024-08-11 00:00:00+00:00,0.5149,0.5434,0.5366,0.5188,288000.02
2024-08-12 00:00:00+00:00,0.5109,0.5565,0.5167,0.5338,468292.6
2024-08-13 00:00:00+00:00,0.5152,0.5361,0.5308,0.521,220727.14
2024-08-14 00:00:00+00:00,0.5194,0.6514,0.521,0.603,706610.79
2024-08-15 00:00:00+00:00,0.5202,0.61,0.6048,0.5256,1038097.22
2024-08-16 00:00:00+00:00,0.5154,0.535,0.5254,0.535,274816.97
2024-08-17 00:00:00+00:00,0.5182,0.5592,0.5318,0.5339,436055.89
2024-08-18 00:00:00+00:00,0.5353,0.6448,0.5388,0.5601,588569.08
2024-08-19 00:00:00+00:00,0.519,0.563,0.5617,0.5271,140819.1
2024-08-20 00:00:00+00:00,0.5232,0.5891,0.5236,0.545,461617.57
2024-08-21 00:00:00+00:00,0.526,0.5713,0.5449,0.5446,456789.12
2024-08-22 00:00:00+00:00,0.5277,0.5551,0.5424,0.5399,199171.74
2024-08-23 00:00:00+00:00,0.5142,0.5404,0.5399,0.5344,338255.42
2024-08-24 00:00:00+00:00,0.53,0.5506,0.5383,0.5478,308689.66
2024-08-25 00:00:00+00:00,0.5222,0.548,0.5435,0.5239,153859.82
2024-08-26 00:00:00+00:00,0.5127,0.5556,0.5279,0.5355,320410.39
2024-08-27 00:00:00+00:00,0.5149,0.5758,0.5355,0.517,362617.39
2024-08-28 00:00:00+00:00,0.5067,0.5362,0.5149,0.5106,158955.93
2024-08-29 00:00:00+00:00,0.5066,0.524,0.5073,0.5124,98123.04
2024-08-30 00:00:00+00:00,0.5019,0.5389,0.5127,0.5133,169877.68
2024-08-31 00:00:00+00:00,0.507,0.536,0.5158,0.525,246429.57
2024-09-01 00:00:00+00:00,0.5043,0.5241,0.5218,0.5043,112033.53
2024-09-02 00:00:00+00:00,0.5,0.5171,0.5094,0.5084,107718.72
2024-09-03 00:00:00+00:00,0.485,0.5121,0.5087,0.4861,92176.83
2024-09-04 00:00:00+00:00,0.4721,0.5152,0.4891,0.4843,267054.12
2024-09-05 00:00:00+00:00,0.4754,0.5171,0.4842,0.4831,112180.64
2024-09-06 00:00:00+00:00,0.4619,0.4874,0.4828,0.4672,85963.4
2024-09-07 00:00:00+00:00,0.4551,0.5,0.4643,0.4599,303098.38
2024-09-08 00:00:00+00:00,0.4552,0.4791,0.46,0.4601,114478.42
2024-09-09 00:00:00+00:00,0.4565,0.472,0.458,0.4717,71608.26
2024-09-10 00:00:00+00:00,0.4682,0.5021,0.4714,0.4742,129898.59
2024-09-11 00:00:00+00:00,0.451,0.4744,0.4705,0.4532,82062.73
2024-09-12 00:00:00+00:00,0.4366,0.4576,0.4547,0.451,199813.99
2024-09-13 00:00:00+00:00,0.4495,0.4711,0.4508,0.459,68896.54
2024-09-14 00:00:00+00:00,0.453,0.4635,0.4626,0.459,50603.93
2024-09-15 00:00:00+00:00,0.4402,0.4737,0.456,0.4475,318973.89
2024-09-16 00:00:00+00:00,0.436,0.4593,0.4477,0.4515,144617.3
2024-09-17 00:00:00+00:00,0.445,0.468,0.4479,0.4515,61034.75
2024-09-18 00:00:00+00:00,0.4468,0.4642,0.4544,0.4625,70868.73
2024-09-19 00:00:00+00:00,0.453,0.47,0.46,0.4604,94227.13
2024-09-20 00:00:00+00:00,0.4478,0.4649,0.4649,0.4483,95879.89
2024-09-21 00:00:00+00:00,0.4475,0.4618,0.4487,0.4479,60056.48
2024-09-22 00:00:00+00:00,0.4455,0.49,0.4506,0.4697,220057.67
2024-09-23 00:00:00+00:00,0.4604,0.4838,0.4697,0.4625,111545.83
2024-09-24 00:00:00+00:00,0.4549,0.4751,0.4648,0.4668,48075.29
2024-09-25 00:00:00+00:00,0.4573,0.4721,0.4643,0.4606,73832.58
2024-09-26 00:00:00+00:00,0.458,0.4833,0.4584,0.4801,114188.53
2024-09-27 00:00:00+00:00,0.4652,0.478,0.4769,0.4779,62854.54
2024-09-28 00:00:00+00:00,0.47,0.4876,0.4779,0.4758,58669.97
2024-09-29 00:00:00+00:00,0.4622,0.478,0.4779,0.466,34817.27
2024-09-30 00:00:00+00:00,0.4458,0.4677,0.4665,0.4459,50859.45
2024-10-01 00:00:00+00:00,0.413,0.4508,0.4497,0.4222,218231.16
2024-10-02 00:00:00+00:00,0.4189,0.4592,0.4256,0.4297,378735.84
2024-10-03 00:00:00+00:00,0.417,0.434,0.4316,0.4208,68958.47
2024-10-04 00:00:00+00:00,0.4152,0.4272,0.4191,0.4256,32652.83
2024-10-05 00:00:00+00:00,0.415,0.428,0.427,0.4184,21342.14
2024-10-06 00:00:00+00:00,0.4137,0.4399,0.4178,0.4213,41204.14
2024-10-07 00:00:00+00:00,0.4052,0.4429,0.4212,0.4085,192203.89
2024-10-08 00:00:00+00:00,0.4037,0.4227,0.4083,0.4113,59946.84
2024-10-09 00:00:00+00:00,0.4,0.4272,0.411,0.4001,151976.08
2024-10-10 00:00:00+00:00,0.3837,0.4276,0.4027,0.3896,245336.93
2024-10-11 00:00:00+00:00,0.3754,0.3991,0.3891,0.3873,257929.89
2024-10-12 00:00:00+00:00,0.3693,0.3983,0.3899,0.3808,81375.81
2024-10-13 00:00:00+00:00,0.3789,0.5887,0.3808,0.4512,2703482.29
2024-10-14 00:00:00+00:00,0.39,0.4651,0.452,0.4136,1588333.85
2024-10-15 00:00:00+00:00,0.3849,0.4167,0.416,0.3944,557015.4
2024-10-16 00:00:00+00:00,0.3856,0.397,0.3947,0.3882,132189.35
2024-10-17 00:00:00+00:00,0.38,0.3995,0.3883,0.3869,160358.8
2024-10-18 00:00:00+00:00,0.379,0.3901,0.3869,0.383,140292.18
2024-10-19 00:00:00+00:00,0.376,0.3939,0.3814,0.3772,121929.39
2024-10-20 00:00:00+00:00,0.3761,0.4074,0.379,0.3939,366684.23
2024-10-21 00:00:00+00:00,0.3675,0.3999,0.3961,0.3695,105300.04
2024-10-22 00:00:00+00:00,0.3629,0.3817,0.3699,0.3686,167389.75
2024-10-23 00:00:00+00:00,0.3549,0.3669,0.3669,0.3621,172394.31
2024-10-24 00:00:00+00:00,0.3582,0.3861,0.362,0.3639,181477.44
2024-10-25 00:00:00+00:00,0.3372,0.3692,0.3666,0.339,219933.19
2024-10-26 00:00:00+00:00,0.3115,0.3527,0.3378,0.3198,435990.37
2024-10-27 00:00:00+00:00,0.3142,0.341,0.3183,0.325,148204.05
2024-10-28 00:00:00+00:00,0.321,0.34,0.325,0.3293,390454.6
2024-10-29 00:00:00+00:00,0.3292,0.3743,0.33,0.3487,405173.58
2024-10-30 00:00:00+00:00,0.3267,0.3643,0.3508,0.3332,202611.51
2024-10-31 00:00:00+00:00,0.3119,0.3484,0.3341,0.3234,330250.28
2024-11-01 00:00:00+00:00,0.3043,0.3353,0.3229,0.3082,159251.29
2024-11-02 00:00:00+00:00,0.2918,0.3162,0.3074,0.3018,158017.63
2024-11-03 00:00:00+00:00,0.3018,0.618,0.3018,0.5978,15691660.26
2024-11-04 00:00:00+00:00,0.4723,0.5979,0.5979,0.5347,6340454.89
2024-11-05 00:00:00+00:00,0.456,0.5804,0.536,0.53,3882426.82
2024-11-06 00:00:00+00:00,0.4912,0.7489,0.5327,0.6822,5320012.26
2024-11-07 00:00:00+00:00,0.6823,1.5003,0.6823,1.3668,16326798.55
2024-11-08 00:00:00+00:00,0.8549,1.3827,1.3665,0.9112,9965501.99
2024-11-09 00:00:00+00:00,0.77,0.998,0.905,0.8751,4908973.7
2024-11-10 00:00:00+00:00,0.8259,0.99,0.8756,0.91,3851206.05
2024-11-11 00:00:00+00:00,0.8818,1.124,0.9099,0.9177,4508619.61
2024-11-12 00:00:00+00:00,0.8341,1.0007,0.9195,0.8904,2297507.05
2024-11-13 00:00:00+00:00,0.7618,0.9012,0.8888,0.8137,1603778.9
2024-11-14 00:00:00+00:00,0.6996,0.8238,0.813,0.7169,1921102.73
